"Step","IQL_CNN_tiny__20241210_154249 - blue_player1_reward","IQL_CNN_tiny__20241210_154249 - blue_player1_reward__MIN","IQL_CNN_tiny__20241210_154249 - blue_player1_reward__MAX"
"541","3.0899999999999905","3.0899999999999905","3.0899999999999905"
"1148","2.919999999999992","2.919999999999992","2.919999999999992"
"1755","3.739999999999989","3.739999999999989","3.739999999999989"
"2362","3.7399999999999887","3.7399999999999887","3.7399999999999887"
"2969","3.5699999999999887","3.5699999999999887","3.5699999999999887"
"3576","4.129999999999987","4.129999999999987","4.129999999999987"
"4183","3.5199999999999876","3.5199999999999876","3.5199999999999876"
"4790","3.1099999999999905","3.1099999999999905","3.1099999999999905"
"5397","3.2599999999999936","3.2599999999999936","3.2599999999999936"
"6004","3.3099999999999925","3.3099999999999925","3.3099999999999925"
"6611","2.269999999999999","2.269999999999999","2.269999999999999"
"7218","3.709999999999992","3.709999999999992","3.709999999999992"
"7825","3.469999999999984","3.469999999999984","3.469999999999984"
"8432","3.4699999999999855","3.4699999999999855","3.4699999999999855"
"9039","3.289999999999984","3.289999999999984","3.289999999999984"
"9646","3.0699999999999914","3.0699999999999914","3.0699999999999914"
"10253","3.459999999999987","3.459999999999987","3.459999999999987"
"10860","4.289999999999987","4.289999999999987","4.289999999999987"
"11467","4.519999999999983","4.519999999999983","4.519999999999983"
"12074","3.109999999999987","3.109999999999987","3.109999999999987"
"12681","2.9099999999999855","2.9099999999999855","2.9099999999999855"
"13288","4.119999999999984","4.119999999999984","4.119999999999984"
"13895","2.8599999999999897","2.8599999999999897","2.8599999999999897"
"14502","4.96999999999998","4.96999999999998","4.96999999999998"
"15109","3.5199999999999867","3.5199999999999867","3.5199999999999867"
"15716","3.269999999999982","3.269999999999982","3.269999999999982"
"16323","4.589999999999973","4.589999999999973","4.589999999999973"
"16930","3.2999999999999936","3.2999999999999936","3.2999999999999936"
"17537","4.059999999999976","4.059999999999976","4.059999999999976"
"18144","3.3599999999999897","3.3599999999999897","3.3599999999999897"
"18751","3.319999999999995","3.319999999999995","3.319999999999995"
"19358","2.469999999999999","2.469999999999999","2.469999999999999"
"19965","3.5099999999999842","3.5099999999999842","3.5099999999999842"
"20572","3.509999999999985","3.509999999999985","3.509999999999985"
"21179","12.91999999999997","12.91999999999997","12.91999999999997"
"21786","5.1499999999999755","5.1499999999999755","5.1499999999999755"
"22393","3.059999999999986","3.059999999999986","3.059999999999986"
"23000","4.449999999999983","4.449999999999983","4.449999999999983"
"23607","13.749999999999973","13.749999999999973","13.749999999999973"
"24214","11.259999999999977","11.259999999999977","11.259999999999977"
"24821","3.0999999999999903","3.0999999999999903","3.0999999999999903"
"25428","2.4999999999999933","2.4999999999999933","2.4999999999999933"
"26035","9.139999999999983","9.139999999999983","9.139999999999983"
"26642","3.489999999999988","3.489999999999988","3.489999999999988"
"27249","8.049999999999967","8.049999999999967","8.049999999999967"
"27856","2.9099999999999944","2.9099999999999944","2.9099999999999944"
"28463","3.3299999999999943","3.3299999999999943","3.3299999999999943"
"29070","3.679999999999988","3.679999999999988","3.679999999999988"
"29677","3.2199999999999864","3.2199999999999864","3.2199999999999864"
"30284","5.0699999999999745","5.0699999999999745","5.0699999999999745"
"30891","10.169999999999972","10.169999999999972","10.169999999999972"
"31498","3.079999999999991","3.079999999999991","3.079999999999991"
"32105","7.219999999999965","7.219999999999965","7.219999999999965"
"32712","3.6999999999999895","3.6999999999999895","3.6999999999999895"
"33319","12.179999999999975","12.179999999999975","12.179999999999975"
"33926","9.809999999999972","9.809999999999972","9.809999999999972"
"34533","2.5599999999999925","2.5599999999999925","2.5599999999999925"
"35140","3.2299999999999853","3.2299999999999853","3.2299999999999853"
"35747","8.709999999999967","8.709999999999967","8.709999999999967"
"36354","7.159999999999995","7.159999999999995","7.159999999999995"
"36961","2.4499999999999926","2.4499999999999926","2.4499999999999926"
"37568","8.639999999999983","8.639999999999983","8.639999999999983"
"38175","8.669999999999995","8.669999999999995","8.669999999999995"
"38782","4.039999999999987","4.039999999999987","4.039999999999987"
"39389","12.159999999999965","12.159999999999965","12.159999999999965"
"39996","3.739999999999991","3.739999999999991","3.739999999999991"
"40603","3.039999999999994","3.039999999999994","3.039999999999994"
"41210","11.499999999999975","11.499999999999975","11.499999999999975"
"41817","4.139999999999986","4.139999999999986","4.139999999999986"
"42424","9.389999999999972","9.389999999999972","9.389999999999972"
"43031","11.419999999999975","11.419999999999975","11.419999999999975"
"43638","10.759999999999957","10.759999999999957","10.759999999999957"
"44245","3.1799999999999926","3.1799999999999926","3.1799999999999926"
"44852","7.88999999999997","7.88999999999997","7.88999999999997"
"45459","4.219999999999986","4.219999999999986","4.219999999999986"
"46066","3.4699999999999895","3.4699999999999895","3.4699999999999895"
"46673","10.179999999999984","10.179999999999984","10.179999999999984"
"47280","3.9999999999999805","3.9999999999999805","3.9999999999999805"
"47887","10.619999999999953","10.619999999999953","10.619999999999953"
"48494","3.3299999999999907","3.3299999999999907","3.3299999999999907"
"49101","2.7099999999999937","2.7099999999999937","2.7099999999999937"
"49708","3.0299999999999905","3.0299999999999905","3.0299999999999905"
"50315","2.9099999999999855","2.9099999999999855","2.9099999999999855"
"50922","3.0899999999999843","3.0899999999999843","3.0899999999999843"
"51529","4.9999999999999885","4.9999999999999885","4.9999999999999885"
"52136","3.629999999999984","3.629999999999984","3.629999999999984"
"52743","3.1999999999999917","3.1999999999999917","3.1999999999999917"
"53350","13.219999999999972","13.219999999999972","13.219999999999972"
"53957","3.469999999999988","3.469999999999988","3.469999999999988"
"54564","2.809999999999992","2.809999999999992","2.809999999999992"
"55171","9.309999999999986","9.309999999999986","9.309999999999986"
"55778","3.3599999999999897","3.3599999999999897","3.3599999999999897"
"56385","3.439999999999992","3.439999999999992","3.439999999999992"
"56992","3.6499999999999906","3.6499999999999906","3.6499999999999906"
"57599","4.109999999999986","4.109999999999986","4.109999999999986"
"58206","3.339999999999989","3.339999999999989","3.339999999999989"
"58813","2.989999999999991","2.989999999999991","2.989999999999991"
"59420","3.8999999999999804","3.8999999999999804","3.8999999999999804"
"60027","14.149999999999983","14.149999999999983","14.149999999999983"
"60634","3.7699999999999867","3.7699999999999867","3.7699999999999867"
"61241","4.219999999999993","4.219999999999993","4.219999999999993"
"61848","3.209999999999984","3.209999999999984","3.209999999999984"
"62455","12.679999999999945","12.679999999999945","12.679999999999945"
"63062","3.59999999999999","3.59999999999999","3.59999999999999"
"63669","3.8299999999999894","3.8299999999999894","3.8299999999999894"
"64276","11.869999999999951","11.869999999999951","11.869999999999951"
"64883","3.109999999999988","3.109999999999988","3.109999999999988"
"65490","3.4099999999999913","3.4099999999999913","3.4099999999999913"
"66097","3.549999999999985","3.549999999999985","3.549999999999985"
"66704","4.119999999999985","4.119999999999985","4.119999999999985"
"67311","3.2399999999999896","3.2399999999999896","3.2399999999999896"
"67918","2.9999999999999907","2.9999999999999907","2.9999999999999907"
"68525","3.62999999999999","3.62999999999999","3.62999999999999"
"69132","3.2399999999999918","3.2399999999999918","3.2399999999999918"
"69739","3.6299999999999844","3.6299999999999844","3.6299999999999844"
"70346","9.569999999999986","9.569999999999986","9.569999999999986"
"70953","3.9299999999999846","3.9299999999999846","3.9299999999999846"
"71560","8.049999999999965","8.049999999999965","8.049999999999965"
"72167","3.1799999999999846","3.1799999999999846","3.1799999999999846"
"72774","9.239999999999974","9.239999999999974","9.239999999999974"
"73381","5.069999999999986","5.069999999999986","5.069999999999986"
"73988","13.029999999999976","13.029999999999976","13.029999999999976"
"74595","3.5699999999999843","3.5699999999999843","3.5699999999999843"
"75202","5.669999999999982","5.669999999999982","5.669999999999982"
"75809","2.759999999999989","2.759999999999989","2.759999999999989"
"76416","2.999999999999988","2.999999999999988","2.999999999999988"
"77023","3.5799999999999916","3.5799999999999916","3.5799999999999916"
"77630","4.049999999999982","4.049999999999982","4.049999999999982"
"78237","3.159999999999989","3.159999999999989","3.159999999999989"
"78844","5.3199999999999745","5.3199999999999745","5.3199999999999745"
"79451","7.809999999999983","7.809999999999983","7.809999999999983"
"80058","8.389999999999963","8.389999999999963","8.389999999999963"
"80665","13.109999999999973","13.109999999999973","13.109999999999973"
"81272","3.6099999999999843","3.6099999999999843","3.6099999999999843"
"81879","2.409999999999992","2.409999999999992","2.409999999999992"
"82486","3.2599999999999874","3.2599999999999874","3.2599999999999874"
"83093","2.569999999999992","2.569999999999992","2.569999999999992"
"83700","10.86999999999996","10.86999999999996","10.86999999999996"
"84307","3.6099999999999857","3.6099999999999857","3.6099999999999857"
"84914","8.949999999999973","8.949999999999973","8.949999999999973"
"85521","3.5099999999999896","3.5099999999999896","3.5099999999999896"
"86128","9.229999999999983","9.229999999999983","9.229999999999983"
"86735","5.419999999999987","5.419999999999987","5.419999999999987"
"87342","3.029999999999991","3.029999999999991","3.029999999999991"
"87949","12.749999999999975","12.749999999999975","12.749999999999975"
"88556","11.479999999999972","11.479999999999972","11.479999999999972"
"89163","8.359999999999985","8.359999999999985","8.359999999999985"
"89770","9.779999999999985","9.779999999999985","9.779999999999985"
"90377","13.589999999999936","13.589999999999936","13.589999999999936"
"90984","6.989999999999981","6.989999999999981","6.989999999999981"
"91591","2.639999999999998","2.639999999999998","2.639999999999998"
"92198","10.199999999999964","10.199999999999964","10.199999999999964"
"92805","10.939999999999976","10.939999999999976","10.939999999999976"
"93412","3.009999999999985","3.009999999999985","3.009999999999985"
"94019","4.089999999999991","4.089999999999991","4.089999999999991"
"94626","2.85999999999999","2.85999999999999","2.85999999999999"
"95233","4.939999999999977","4.939999999999977","4.939999999999977"
"95840","12.329999999999973","12.329999999999973","12.329999999999973"
"96447","2.7199999999999966","2.7199999999999966","2.7199999999999966"
"97054","2.8599999999999937","2.8599999999999937","2.8599999999999937"
"97661","10.339999999999993","10.339999999999993","10.339999999999993"
"98268","8.819999999999956","8.819999999999956","8.819999999999956"
"98875","2.9899999999999913","2.9899999999999913","2.9899999999999913"
"99482","3.399999999999995","3.399999999999995","3.399999999999995"
"100089","9.779999999999964","9.779999999999964","9.779999999999964"
"100696","2.9099999999999917","2.9099999999999917","2.9099999999999917"
"101303","5.209999999999976","5.209999999999976","5.209999999999976"
"101910","7.739999999999987","7.739999999999987","7.739999999999987"
"102517","2.869999999999992","2.869999999999992","2.869999999999992"
"103124","3.3499999999999894","3.3499999999999894","3.3499999999999894"
"103731","3.0599999999999885","3.0599999999999885","3.0599999999999885"
"104338","2.8599999999999857","2.8599999999999857","2.8599999999999857"
"104945","4.1299999999999795","4.1299999999999795","4.1299999999999795"
"105552","11.959999999999985","11.959999999999985","11.959999999999985"
"106159","6.499999999999987","6.499999999999987","6.499999999999987"
"106766","2.6299999999999972","2.6299999999999972","2.6299999999999972"
"107373","5.479999999999981","5.479999999999981","5.479999999999981"
"107980","3.3899999999999935","3.3899999999999935","3.3899999999999935"
"108587","12.309999999999944","12.309999999999944","12.309999999999944"
"109194","2.9999999999999902","2.9999999999999902","2.9999999999999902"
"109801","4.459999999999979","4.459999999999979","4.459999999999979"
"110408","10.319999999999967","10.319999999999967","10.319999999999967"
"111015","13.809999999999967","13.809999999999967","13.809999999999967"
"111622","12.88999999999997","12.88999999999997","12.88999999999997"
"112229","3.699999999999989","3.699999999999989","3.699999999999989"
"112836","4.169999999999982","4.169999999999982","4.169999999999982"
"113443","4.229999999999981","4.229999999999981","4.229999999999981"
"114050","3.5599999999999876","3.5599999999999876","3.5599999999999876"
"114657","10.359999999999967","10.359999999999967","10.359999999999967"
"115264","11.039999999999974","11.039999999999974","11.039999999999974"
"115871","3.0099999999999913","3.0099999999999913","3.0099999999999913"
"116478","8.569999999999975","8.569999999999975","8.569999999999975"
"117085","7.8299999999999805","7.8299999999999805","7.8299999999999805"
"117692","9.129999999999967","9.129999999999967","9.129999999999967"
"118299","8.249999999999964","8.249999999999964","8.249999999999964"
"118906","2.5099999999999927","2.5099999999999927","2.5099999999999927"
"119513","8.319999999999967","8.319999999999967","8.319999999999967"
"120120","4.209999999999984","4.209999999999984","4.209999999999984"
"120727","3.529999999999993","3.529999999999993","3.529999999999993"
"121334","9.969999999999976","9.969999999999976","9.969999999999976"
"121941","12.109999999999992","12.109999999999992","12.109999999999992"
"122548","6.649999999999974","6.649999999999974","6.649999999999974"
"123155","13.649999999999977","13.649999999999977","13.649999999999977"
"123642","14.829999999999975","14.829999999999975","14.829999999999975"
"124249","5.609999999999977","5.609999999999977","5.609999999999977"
"124856","7.539999999999987","7.539999999999987","7.539999999999987"
"125463","6.839999999999993","6.839999999999993","6.839999999999993"
"126070","8.529999999999967","8.529999999999967","8.529999999999967"
"126677","8.629999999999992","8.629999999999992","8.629999999999992"
"127284","12.16999999999997","12.16999999999997","12.16999999999997"
"127891","3.5699999999999847","3.5699999999999847","3.5699999999999847"
"128498","7.50999999999999","7.50999999999999","7.50999999999999"
"129105","3.8899999999999855","3.8899999999999855","3.8899999999999855"
"129712","4.559999999999985","4.559999999999985","4.559999999999985"
"130319","6.339999999999968","6.339999999999968","6.339999999999968"
"130926","2.8599999999999985","2.8599999999999985","2.8599999999999985"
"131533","3.5199999999999947","3.5199999999999947","3.5199999999999947"
"132140","5.659999999999974","5.659999999999974","5.659999999999974"
"132747","2.9899999999999958","2.9899999999999958","2.9899999999999958"
"133354","9.91999999999996","9.91999999999996","9.91999999999996"
"133961","11.859999999999957","11.859999999999957","11.859999999999957"
"134568","2.569999999999993","2.569999999999993","2.569999999999993"
"135175","11.319999999999963","11.319999999999963","11.319999999999963"
"135782","4.289999999999978","4.289999999999978","4.289999999999978"
"136389","5.439999999999992","5.439999999999992","5.439999999999992"
"136996","12.829999999999954","12.829999999999954","12.829999999999954"
"137603","3.8599999999999905","3.8599999999999905","3.8599999999999905"
"138210","10.779999999999967","10.779999999999967","10.779999999999967"
"138817","4.839999999999972","4.839999999999972","4.839999999999972"
"139424","7.829999999999924","7.829999999999924","7.829999999999924"
"140031","4.269999999999981","4.269999999999981","4.269999999999981"
"140638","3.7199999999999873","3.7199999999999873","3.7199999999999873"
"141245","8.009999999999977","8.009999999999977","8.009999999999977"
"141852","3.6799999999999895","3.6799999999999895","3.6799999999999895"
"142459","10.12999999999995","10.12999999999995","10.12999999999995"
"143066","3.3299999999999916","3.3299999999999916","3.3299999999999916"
"143673","12.519999999999966","12.519999999999966","12.519999999999966"
"144280","12.779999999999964","12.779999999999964","12.779999999999964"
"144887","10.699999999999976","10.699999999999976","10.699999999999976"
"145214","14.279999999999989","14.279999999999989","14.279999999999989"
"145821","9.269999999999976","9.269999999999976","9.269999999999976"
"146428","5.049999999999966","5.049999999999966","5.049999999999966"
"147035","5.679999999999967","5.679999999999967","5.679999999999967"
"147298","13.939999999999978","13.939999999999978","13.939999999999978"
"147905","6.759999999999965","6.759999999999965","6.759999999999965"
"148512","5.869999999999959","5.869999999999959","5.869999999999959"
"149119","13.429999999999927","13.429999999999927","13.429999999999927"
"149726","5.199999999999971","5.199999999999971","5.199999999999971"
"150333","14.579999999999947","14.579999999999947","14.579999999999947"
"150940","13.179999999999982","13.179999999999982","13.179999999999982"
"151547","4.919999999999964","4.919999999999964","4.919999999999964"
"152154","5.849999999999962","5.849999999999962","5.849999999999962"
"152761","15.449999999999925","15.449999999999925","15.449999999999925"
"153368","4.339999999999984","4.339999999999984","4.339999999999984"
"153975","15.01999999999994","15.01999999999994","15.01999999999994"
"154582","7.699999999999953","7.699999999999953","7.699999999999953"
"155189","3.9599999999999884","3.9599999999999884","3.9599999999999884"
"155796","3.8799999999999906","3.8799999999999906","3.8799999999999906"
"156403","7.679999999999931","7.679999999999931","7.679999999999931"
"156744","14.04999999999999","14.04999999999999","14.04999999999999"
"157351","5.009999999999992","5.009999999999992","5.009999999999992"
"157958","4.589999999999968","4.589999999999968","4.589999999999968"
"158565","3.5299999999999905","3.5299999999999905","3.5299999999999905"
"159172","12.17999999999993","12.17999999999993","12.17999999999993"
"159779","3.5299999999999785","3.5299999999999785","3.5299999999999785"
"160386","11.459999999999948","11.459999999999948","11.459999999999948"
"160993","2.729999999999991","2.729999999999991","2.729999999999991"
"161600","4.699999999999974","4.699999999999974","4.699999999999974"
"162207","3.739999999999988","3.739999999999988","3.739999999999988"
"162814","1.9000000000000015","1.9000000000000015","1.9000000000000015"
"163421","6.469999999999972","6.469999999999972","6.469999999999972"
"164028","7.559999999999965","7.559999999999965","7.559999999999965"
"164635","13.319999999999986","13.319999999999986","13.319999999999986"
"165242","11.25999999999996","11.25999999999996","11.25999999999996"
"165849","14.899999999999954","14.899999999999954","14.899999999999954"
"166456","5.279999999999962","5.279999999999962","5.279999999999962"
"166879","15.759999999999941","15.759999999999941","15.759999999999941"
"167486","12.349999999999977","12.349999999999977","12.349999999999977"
"168093","4.11999999999999","4.11999999999999","4.11999999999999"
"168700","5.339999999999965","5.339999999999965","5.339999999999965"
"169307","4.959999999999983","4.959999999999983","4.959999999999983"
"169914","5.429999999999984","5.429999999999984","5.429999999999984"
"170521","5.979999999999977","5.979999999999977","5.979999999999977"
"171128","8.029999999999916","8.029999999999916","8.029999999999916"
"171735","2.4499999999999953","2.4499999999999953","2.4499999999999953"
"172342","4.609999999999984","4.609999999999984","4.609999999999984"
"172949","3.9199999999999884","3.9199999999999884","3.9199999999999884"
"173556","6.089999999999954","6.089999999999954","6.089999999999954"
"174163","5.569999999999971","5.569999999999971","5.569999999999971"
"174770","14.629999999999974","14.629999999999974","14.629999999999974"
"175377","5.489999999999958","5.489999999999958","5.489999999999958"
"175984","5.079999999999971","5.079999999999971","5.079999999999971"
"176591","5.139999999999987","5.139999999999987","5.139999999999987"
"177198","5.349999999999979","5.349999999999979","5.349999999999979"
"177805","14.499999999999982","14.499999999999982","14.499999999999982"
"178412","4.38999999999999","4.38999999999999","4.38999999999999"
"179019","3.9799999999999924","3.9799999999999924","3.9799999999999924"
"179588","16.259999999999962","16.259999999999962","16.259999999999962"
"180195","14.799999999999985","14.799999999999985","14.799999999999985"
"180802","3.1399999999999926","3.1399999999999926","3.1399999999999926"
"181409","4.989999999999974","4.989999999999974","4.989999999999974"