"Step","Self_play_Qmix__20241211_193728 - blue_player1_reward","Self_play_Qmix__20241211_193728 - blue_player1_reward__MIN","Self_play_Qmix__20241211_193728 - blue_player1_reward__MAX"
"287","4.239999999999984","4.239999999999984","4.239999999999984"
"593","3.9899999999999896","3.9899999999999896","3.9899999999999896"
"899","3.929999999999987","3.929999999999987","3.929999999999987"
"1205","3.899999999999989","3.899999999999989","3.899999999999989"
"1511","4.139999999999984","4.139999999999984","4.139999999999984"
"1817","4.299999999999984","4.299999999999984","4.299999999999984"
"2123","4.2099999999999875","4.2099999999999875","4.2099999999999875"
"2429","4.019999999999989","4.019999999999989","4.019999999999989"
"2735","4.119999999999987","4.119999999999987","4.119999999999987"
"3041","4.639999999999979","4.639999999999979","4.639999999999979"
"3347","4.179999999999983","4.179999999999983","4.179999999999983"
"3653","4.389999999999986","4.389999999999986","4.389999999999986"
"3959","4.3399999999999865","4.3399999999999865","4.3399999999999865"
"4265","4.369999999999984","4.369999999999984","4.369999999999984"
"4571","4.219999999999987","4.219999999999987","4.219999999999987"
"4877","4.259999999999983","4.259999999999983","4.259999999999983"
"5183","4.009999999999991","4.009999999999991","4.009999999999991"
"5489","4.309999999999981","4.309999999999981","4.309999999999981"
"5795","4.259999999999984","4.259999999999984","4.259999999999984"
"6101","4.389999999999982","4.389999999999982","4.389999999999982"
"6407","3.9599999999999884","3.9599999999999884","3.9599999999999884"
"6713","4.689999999999978","4.689999999999978","4.689999999999978"
"7019","4.129999999999988","4.129999999999988","4.129999999999988"
"7325","4.49999999999998","4.49999999999998","4.49999999999998"
"7631","4.359999999999984","4.359999999999984","4.359999999999984"
"7937","4.409999999999986","4.409999999999986","4.409999999999986"
"8243","4.469999999999983","4.469999999999983","4.469999999999983"
"8549","4.50999999999998","4.50999999999998","4.50999999999998"
"8855","4.399999999999983","4.399999999999983","4.399999999999983"
"9161","4.65999999999998","4.65999999999998","4.65999999999998"
"9467","4.329999999999986","4.329999999999986","4.329999999999986"
"9773","4.50999999999998","4.50999999999998","4.50999999999998"
"10079","4.529999999999982","4.529999999999982","4.529999999999982"
"10385","4.7899999999999805","4.7899999999999805","4.7899999999999805"
"10691","4.549999999999984","4.549999999999984","4.549999999999984"
"10997","4.66999999999998","4.66999999999998","4.66999999999998"
"11303","4.459999999999985","4.459999999999985","4.459999999999985"
"11609","4.639999999999982","4.639999999999982","4.639999999999982"
"11915","4.399999999999982","4.399999999999982","4.399999999999982"
"12221","4.519999999999984","4.519999999999984","4.519999999999984"
"12527","4.499999999999983","4.499999999999983","4.499999999999983"
"12833","4.329999999999982","4.329999999999982","4.329999999999982"
"13139","4.399999999999983","4.399999999999983","4.399999999999983"
"13445","4.599999999999979","4.599999999999979","4.599999999999979"
"13751","4.579999999999983","4.579999999999983","4.579999999999983"
"14057","4.59999999999998","4.59999999999998","4.59999999999998"
"14363","4.759999999999978","4.759999999999978","4.759999999999978"
"14669","4.479999999999982","4.479999999999982","4.479999999999982"
"14975","5.8799999999999795","5.8799999999999795","5.8799999999999795"
"15281","4.529999999999981","4.529999999999981","4.529999999999981"
"15587","4.749999999999979","4.749999999999979","4.749999999999979"
"15893","4.329999999999982","4.329999999999982","4.329999999999982"
"16199","4.539999999999983","4.539999999999983","4.539999999999983"
"16505","4.66999999999998","4.66999999999998","4.66999999999998"
"16811","4.959999999999976","4.959999999999976","4.959999999999976"
"17117","4.649999999999978","4.649999999999978","4.649999999999978"
"17423","4.509999999999981","4.509999999999981","4.509999999999981"
"17729","4.439999999999982","4.439999999999982","4.439999999999982"
"18035","4.589999999999979","4.589999999999979","4.589999999999979"
"18341","4.609999999999982","4.609999999999982","4.609999999999982"
"18647","4.549999999999981","4.549999999999981","4.549999999999981"
"18953","4.669999999999979","4.669999999999979","4.669999999999979"
"19259","4.399999999999985","4.399999999999985","4.399999999999985"
"19565","4.679999999999977","4.679999999999977","4.679999999999977"
"19871","4.579999999999981","4.579999999999981","4.579999999999981"
"20177","4.619999999999983","4.619999999999983","4.619999999999983"
"20483","4.629999999999982","4.629999999999982","4.629999999999982"
"20789","4.539999999999981","4.539999999999981","4.539999999999981"
"21095","4.5699999999999825","4.5699999999999825","4.5699999999999825"
"21401","4.809999999999978","4.809999999999978","4.809999999999978"
"21707","4.819999999999976","4.819999999999976","4.819999999999976"
"22013","4.939999999999976","4.939999999999976","4.939999999999976"
"22319","4.679999999999979","4.679999999999979","4.679999999999979"
"22625","4.6999999999999815","4.6999999999999815","4.6999999999999815"
"22931","4.309999999999982","4.309999999999982","4.309999999999982"
"23237","4.589999999999981","4.589999999999981","4.589999999999981"
"23543","4.68999999999998","4.68999999999998","4.68999999999998"
"23849","4.689999999999979","4.689999999999979","4.689999999999979"
"24155","4.679999999999981","4.679999999999981","4.679999999999981"
"24461","4.259999999999984","4.259999999999984","4.259999999999984"
"24767","4.569999999999984","4.569999999999984","4.569999999999984"
"25073","4.479999999999982","4.479999999999982","4.479999999999982"
"25379","4.469999999999982","4.469999999999982","4.469999999999982"
"25685","4.589999999999982","4.589999999999982","4.589999999999982"
"25991","4.7599999999999785","4.7599999999999785","4.7599999999999785"
"26297","4.2699999999999845","4.2699999999999845","4.2699999999999845"
"26603","4.61999999999998","4.61999999999998","4.61999999999998"
"26909","4.4899999999999824","4.4899999999999824","4.4899999999999824"
"27215","4.50999999999998","4.50999999999998","4.50999999999998"
"27521","4.809999999999979","4.809999999999979","4.809999999999979"
"27827","4.459999999999985","4.459999999999985","4.459999999999985"
"28133","4.309999999999986","4.309999999999986","4.309999999999986"
"28439","4.809999999999981","4.809999999999981","4.809999999999981"
"28745","3.7799999999999914","3.7799999999999914","3.7799999999999914"
"29051","5.199999999999973","5.199999999999973","5.199999999999973"
"29357","3.129999999999991","3.129999999999991","3.129999999999991"
"29663","3.7499999999999822","3.7499999999999822","3.7499999999999822"
"29969","3.9599999999999898","3.9599999999999898","3.9599999999999898"
"30275","3.2599999999999882","3.2599999999999882","3.2599999999999882"
"30581","4.509999999999978","4.509999999999978","4.509999999999978"
"30887","4.5599999999999845","4.5599999999999845","4.5599999999999845"
"31193","4.889999999999982","4.889999999999982","4.889999999999982"
"31499","3.5799999999999863","3.5799999999999863","3.5799999999999863"
"31805","3.2199999999999904","3.2199999999999904","3.2199999999999904"
"32111","4.089999999999992","4.089999999999992","4.089999999999992"
"32417","4.129999999999992","4.129999999999992","4.129999999999992"
"32723","3.6299999999999866","3.6299999999999866","3.6299999999999866"
"33029","3.9899999999999896","3.9899999999999896","3.9899999999999896"
"33335","3.5899999999999843","3.5899999999999843","3.5899999999999843"
"33641","3.909999999999992","3.909999999999992","3.909999999999992"
"33947","4.219999999999989","4.219999999999989","4.219999999999989"
"34253","4.249999999999985","4.249999999999985","4.249999999999985"
"34559","3.4899999999999873","3.4899999999999873","3.4899999999999873"
"34865","4.889999999999987","4.889999999999987","4.889999999999987"
"35171","3.7799999999999865","3.7799999999999865","3.7799999999999865"
"35477","3.919999999999989","3.919999999999989","3.919999999999989"
"35783","4.089999999999986","4.089999999999986","4.089999999999986"
"36089","4.239999999999986","4.239999999999986","4.239999999999986"
"36395","4.469999999999985","4.469999999999985","4.469999999999985"
"36701","5.449999999999976","5.449999999999976","5.449999999999976"
"37007","3.9199999999999813","3.9199999999999813","3.9199999999999813"
"37313","4.01999999999999","4.01999999999999","4.01999999999999"
"37619","4.449999999999979","4.449999999999979","4.449999999999979"
"37925","3.6599999999999833","3.6599999999999833","3.6599999999999833"
"38231","4.5799999999999805","4.5799999999999805","4.5799999999999805"
"38537","4.189999999999979","4.189999999999979","4.189999999999979"
"38843","4.329999999999992","4.329999999999992","4.329999999999992"
"39149","3.7599999999999865","3.7599999999999865","3.7599999999999865"
"39455","3.3299999999999863","3.3299999999999863","3.3299999999999863"
"39761","5.149999999999987","5.149999999999987","5.149999999999987"
"40067","2.839999999999991","2.839999999999991","2.839999999999991"
"40373","4.359999999999987","4.359999999999987","4.359999999999987"
"40679","4.4899999999999824","4.4899999999999824","4.4899999999999824"
"40985","4.489999999999988","4.489999999999988","4.489999999999988"
"41291","4.449999999999984","4.449999999999984","4.449999999999984"
"41597","4.549999999999981","4.549999999999981","4.549999999999981"
"41903","4.579999999999983","4.579999999999983","4.579999999999983"
"42209","5.029999999999977","5.029999999999977","5.029999999999977"
"42515","5.03999999999998","5.03999999999998","5.03999999999998"
"42821","3.9899999999999802","3.9899999999999802","3.9899999999999802"
"43127","3.539999999999991","3.539999999999991","3.539999999999991"
"43433","3.579999999999986","3.579999999999986","3.579999999999986"
"43739","4.069999999999997","4.069999999999997","4.069999999999997"
"44045","2.429999999999994","2.429999999999994","2.429999999999994"
"44351","1.6100000000000012","1.6100000000000012","1.6100000000000012"
"44657","1.500000000000001","1.500000000000001","1.500000000000001"
"44963","1.7800000000000014","1.7800000000000014","1.7800000000000014"
"45269","1.8700000000000014","1.8700000000000014","1.8700000000000014"
"45575","1.6900000000000013","1.6900000000000013","1.6900000000000013"
"45881","1.7600000000000013","1.7600000000000013","1.7600000000000013"
"46187","1.6500000000000012","1.6500000000000012","1.6500000000000012"
"46493","1.6200000000000012","1.6200000000000012","1.6200000000000012"
"46799","1.6200000000000012","1.6200000000000012","1.6200000000000012"
"47105","1.330000000000001","1.330000000000001","1.330000000000001"
"47411","1.5700000000000012","1.5700000000000012","1.5700000000000012"
"47717","1.9300000000000013","1.9300000000000013","1.9300000000000013"
"48023","1.5400000000000011","1.5400000000000011","1.5400000000000011"
"48329","1.290000000000001","1.290000000000001","1.290000000000001"
"48635","1.310000000000001","1.310000000000001","1.310000000000001"
"48941","1.5700000000000012","1.5700000000000012","1.5700000000000012"
"49247","2.6199999999999934","2.6199999999999934","2.6199999999999934"
"49553","2.0000000000000013","2.0000000000000013","2.0000000000000013"
"49859","1.390000000000001","1.390000000000001","1.390000000000001"
"50165","2.1299999999999994","2.1299999999999994","2.1299999999999994"
"50471","1.5500000000000012","1.5500000000000012","1.5500000000000012"
"50777","1.1000000000000008","1.1000000000000008","1.1000000000000008"
"51083","1.4800000000000009","1.4800000000000009","1.4800000000000009"
"51389","1.370000000000001","1.370000000000001","1.370000000000001"
"51695","1.4700000000000009","1.4700000000000009","1.4700000000000009"
"52001","1.0600000000000007","1.0600000000000007","1.0600000000000007"
"52307","1.300000000000001","1.300000000000001","1.300000000000001"
"52613","1.2200000000000009","1.2200000000000009","1.2200000000000009"
"52919","0.9700000000000008","0.9700000000000008","0.9700000000000008"
"53225","1.720000000000001","1.720000000000001","1.720000000000001"
"53531","1.0200000000000007","1.0200000000000007","1.0200000000000007"
"53837","1.1300000000000008","1.1300000000000008","1.1300000000000008"
"54143","1.1500000000000008","1.1500000000000008","1.1500000000000008"
"54449","0.9300000000000007","0.9300000000000007","0.9300000000000007"
"54755","1.5700000000000012","1.5700000000000012","1.5700000000000012"
"55061","1.0200000000000007","1.0200000000000007","1.0200000000000007"
"55367","1.670000000000001","1.670000000000001","1.670000000000001"
"55673","1.5100000000000011","1.5100000000000011","1.5100000000000011"
"55979","1.2100000000000009","1.2100000000000009","1.2100000000000009"
"56285","1.330000000000001","1.330000000000001","1.330000000000001"
"56591","1.370000000000001","1.370000000000001","1.370000000000001"
"56897","1.270000000000001","1.270000000000001","1.270000000000001"
"57203","1.8700000000000012","1.8700000000000012","1.8700000000000012"
"57509","1.450000000000001","1.450000000000001","1.450000000000001"
"57815","1.310000000000001","1.310000000000001","1.310000000000001"
"58121","1.0900000000000007","1.0900000000000007","1.0900000000000007"
"58427","1.1400000000000008","1.1400000000000008","1.1400000000000008"
"58733","1.5100000000000011","1.5100000000000011","1.5100000000000011"
"59039","1.320000000000001","1.320000000000001","1.320000000000001"
"59345","1.4900000000000009","1.4900000000000009","1.4900000000000009"
"59651","1.2200000000000009","1.2200000000000009","1.2200000000000009"
"59957","1.0800000000000007","1.0800000000000007","1.0800000000000007"
"60263","1.1900000000000008","1.1900000000000008","1.1900000000000008"
"60569","1.1600000000000008","1.1600000000000008","1.1600000000000008"
"60875","1.490000000000001","1.490000000000001","1.490000000000001"
"61181","1.6200000000000012","1.6200000000000012","1.6200000000000012"
"61487","0.9500000000000006","0.9500000000000006","0.9500000000000006"
"61793","0.9600000000000006","0.9600000000000006","0.9600000000000006"
"62099","1.2400000000000009","1.2400000000000009","1.2400000000000009"
"62405","2.699999999999991","2.699999999999991","2.699999999999991"
"62711","1.380000000000001","1.380000000000001","1.380000000000001"
"63017","1.410000000000001","1.410000000000001","1.410000000000001"
"63323","1.1000000000000008","1.1000000000000008","1.1000000000000008"
"63629","1.320000000000001","1.320000000000001","1.320000000000001"
"63935","1.6100000000000012","1.6100000000000012","1.6100000000000012"
"64241","1.1100000000000008","1.1100000000000008","1.1100000000000008"
"64547","1.2400000000000009","1.2400000000000009","1.2400000000000009"
"64853","1.280000000000001","1.280000000000001","1.280000000000001"
"65159","1.4000000000000008","1.4000000000000008","1.4000000000000008"
"65465","1.310000000000001","1.310000000000001","1.310000000000001"
"65771","1.1300000000000008","1.1300000000000008","1.1300000000000008"
"66077","1.350000000000001","1.350000000000001","1.350000000000001"
"66383","1.360000000000001","1.360000000000001","1.360000000000001"
"66689","1.3400000000000007","1.3400000000000007","1.3400000000000007"
"66995","1.2200000000000009","1.2200000000000009","1.2200000000000009"
"67301","1.2800000000000007","1.2800000000000007","1.2800000000000007"
"67607","1.1600000000000008","1.1600000000000008","1.1600000000000008"
"67913","1.1400000000000008","1.1400000000000008","1.1400000000000008"
"68219","1.1700000000000008","1.1700000000000008","1.1700000000000008"
"68525","1.5200000000000011","1.5200000000000011","1.5200000000000011"
"68831","2.2299999999999973","2.2299999999999973","2.2299999999999973"
"69137","1.510000000000001","1.510000000000001","1.510000000000001"
"69443","0.7300000000000004","0.7300000000000004","0.7300000000000004"
"69749","1.1700000000000008","1.1700000000000008","1.1700000000000008"
"70055","2.149999999999998","2.149999999999998","2.149999999999998"
"70361","1.1700000000000008","1.1700000000000008","1.1700000000000008"
"70667","1.590000000000001","1.590000000000001","1.590000000000001"
"70973","0.7700000000000005","0.7700000000000005","0.7700000000000005"
"71279","2.109999999999999","2.109999999999999","2.109999999999999"
"71585","1.0300000000000007","1.0300000000000007","1.0300000000000007"
"71891","1.1400000000000008","1.1400000000000008","1.1400000000000008"
"72197","1.0500000000000007","1.0500000000000007","1.0500000000000007"
"72503","1.2100000000000009","1.2100000000000009","1.2100000000000009"
"72809","1.1200000000000008","1.1200000000000008","1.1200000000000008"
"73115","1.7900000000000014","1.7900000000000014","1.7900000000000014"
"73421","1.0700000000000007","1.0700000000000007","1.0700000000000007"
"73727","0.9300000000000007","0.9300000000000007","0.9300000000000007"
"74033","0.9800000000000006","0.9800000000000006","0.9800000000000006"
"74339","1.1800000000000008","1.1800000000000008","1.1800000000000008"
"74645","1.2200000000000009","1.2200000000000009","1.2200000000000009"
"74951","0.9200000000000006","0.9200000000000006","0.9200000000000006"
"75257","0.9200000000000006","0.9200000000000006","0.9200000000000006"
"75563","1.0700000000000007","1.0700000000000007","1.0700000000000007"
"75869","1.0900000000000007","1.0900000000000007","1.0900000000000007"
"76175","2.48","2.48","2.48"
"76481","1.1800000000000008","1.1800000000000008","1.1800000000000008"
"76787","1.0000000000000007","1.0000000000000007","1.0000000000000007"
"77093","1.0600000000000007","1.0600000000000007","1.0600000000000007"
"77399","0.9300000000000007","0.9300000000000007","0.9300000000000007"
"77705","1.0200000000000007","1.0200000000000007","1.0200000000000007"
"78011","1.2400000000000009","1.2400000000000009","1.2400000000000009"
"78317","1.0300000000000007","1.0300000000000007","1.0300000000000007"
"78623","0.8400000000000005","0.8400000000000005","0.8400000000000005"
"78929","1.1200000000000008","1.1200000000000008","1.1200000000000008"
"79235","3.039999999999991","3.039999999999991","3.039999999999991"
"79541","2.3399999999999954","2.3399999999999954","2.3399999999999954"
"79847","3.0199999999999854","3.0199999999999854","3.0199999999999854"
"80153","2.9199999999999844","2.9199999999999844","2.9199999999999844"
"80459","2.469999999999993","2.469999999999993","2.469999999999993"
"80765","1.0000000000000007","1.0000000000000007","1.0000000000000007"
"81071","1.0200000000000007","1.0200000000000007","1.0200000000000007"
"81377","0.9000000000000006","0.9000000000000006","0.9000000000000006"
"81683","1.1200000000000008","1.1200000000000008","1.1200000000000008"
"81989","0.8800000000000006","0.8800000000000006","0.8800000000000006"
"82295","1.0200000000000007","1.0200000000000007","1.0200000000000007"
"82601","1.0400000000000007","1.0400000000000007","1.0400000000000007"
"82907","0.9100000000000006","0.9100000000000006","0.9100000000000006"
"83213","2.0899999999999985","2.0899999999999985","2.0899999999999985"
"83519","0.8300000000000005","0.8300000000000005","0.8300000000000005"
"83825","1.0600000000000007","1.0600000000000007","1.0600000000000007"
"84131","0.9100000000000006","0.9100000000000006","0.9100000000000006"
"84437","0.8000000000000005","0.8000000000000005","0.8000000000000005"
"84743","1.0500000000000007","1.0500000000000007","1.0500000000000007"
"85049","1.9600000000000013","1.9600000000000013","1.9600000000000013"
"85355","0.5300000000000002","0.5300000000000002","0.5300000000000002"
"85661","1.6500000000000012","1.6500000000000012","1.6500000000000012"
"85967","3.599999999999987","3.599999999999987","3.599999999999987"
"86273","2.359999999999995","2.359999999999995","2.359999999999995"
"86579","3.099999999999983","3.099999999999983","3.099999999999983"
"86885","2.7699999999999885","2.7699999999999885","2.7699999999999885"
"87191","0.8900000000000006","0.8900000000000006","0.8900000000000006"
"87497","0.9100000000000007","0.9100000000000007","0.9100000000000007"
"87803","0.7900000000000005","0.7900000000000005","0.7900000000000005"
"88109","0.9500000000000007","0.9500000000000007","0.9500000000000007"
"88415","0.7000000000000004","0.7000000000000004","0.7000000000000004"
"88721","0.9000000000000006","0.9000000000000006","0.9000000000000006"
"89027","1.0200000000000007","1.0200000000000007","1.0200000000000007"
"89333","1.5800000000000012","1.5800000000000012","1.5800000000000012"
"89639","0.7500000000000006","0.7500000000000006","0.7500000000000006"
"89945","0.6200000000000003","0.6200000000000003","0.6200000000000003"
"90251","1.9500000000000015","1.9500000000000015","1.9500000000000015"
"90557","1.480000000000001","1.480000000000001","1.480000000000001"
"90863","0.8500000000000005","0.8500000000000005","0.8500000000000005"
"91169","0.8800000000000006","0.8800000000000006","0.8800000000000006"
"91475","0.9200000000000006","0.9200000000000006","0.9200000000000006"
"91781","0.9500000000000006","0.9500000000000006","0.9500000000000006"
"92087","0.9700000000000006","0.9700000000000006","0.9700000000000006"
"92393","0.7200000000000005","0.7200000000000005","0.7200000000000005"
"92699","0.7000000000000004","0.7000000000000004","0.7000000000000004"
"93005","1.320000000000001","1.320000000000001","1.320000000000001"
"93311","2.4199999999999937","2.4199999999999937","2.4199999999999937"
"93617","0.6000000000000004","0.6000000000000004","0.6000000000000004"
"93923","0.7400000000000005","0.7400000000000005","0.7400000000000005"
"94229","0.7500000000000004","0.7500000000000004","0.7500000000000004"
"94535","0.6000000000000003","0.6000000000000003","0.6000000000000003"
"94841","0.6900000000000004","0.6900000000000004","0.6900000000000004"
"95147","0.9500000000000006","0.9500000000000006","0.9500000000000006"
"95453","1.2400000000000009","1.2400000000000009","1.2400000000000009"
"95759","3.5999999999999983","3.5999999999999983","3.5999999999999983"
"96065","2.919999999999986","2.919999999999986","2.919999999999986"
"96371","3.0099999999999807","3.0099999999999807","3.0099999999999807"
"96677","3.029999999999984","3.029999999999984","3.029999999999984"
"96983","3.1899999999999795","3.1899999999999795","3.1899999999999795"
"97289","1.7500000000000013","1.7500000000000013","1.7500000000000013"
"97595","1.0300000000000007","1.0300000000000007","1.0300000000000007"
"97901","2.0000000000000013","2.0000000000000013","2.0000000000000013"
"98207","0.8500000000000005","0.8500000000000005","0.8500000000000005"
"98513","0.7600000000000005","0.7600000000000005","0.7600000000000005"
"98819","2.5499999999999914","2.5499999999999914","2.5499999999999914"
"99125","0.9000000000000006","0.9000000000000006","0.9000000000000006"
"99431","0.7800000000000005","0.7800000000000005","0.7800000000000005"
"99737","0.7900000000000005","0.7900000000000005","0.7900000000000005"
"100043","0.9600000000000006","0.9600000000000006","0.9600000000000006"
"100349","1.5500000000000012","1.5500000000000012","1.5500000000000012"
"100655","1.1100000000000008","1.1100000000000008","1.1100000000000008"
"100961","3.2599999999999794","3.2599999999999794","3.2599999999999794"
"101267","1.350000000000001","1.350000000000001","1.350000000000001"
"101573","1.320000000000001","1.320000000000001","1.320000000000001"
"101879","2.7399999999999918","2.7399999999999918","2.7399999999999918"
"102185","0.8300000000000005","0.8300000000000005","0.8300000000000005"
"102491","0.7100000000000004","0.7100000000000004","0.7100000000000004"
"102797","0.6600000000000004","0.6600000000000004","0.6600000000000004"
"103103","0.8000000000000005","0.8000000000000005","0.8000000000000005"
"103409","0.46000000000000024","0.46000000000000024","0.46000000000000024"
"103715","0.7300000000000004","0.7300000000000004","0.7300000000000004"
"104021","2.6599999999999895","2.6599999999999895","2.6599999999999895"
"104327","1.9700000000000015","1.9700000000000015","1.9700000000000015"
"104633","0.9600000000000006","0.9600000000000006","0.9600000000000006"
"104939","1.0800000000000007","1.0800000000000007","1.0800000000000007"
"105245","2.2799999999999963","2.2799999999999963","2.2799999999999963"
"105551","0.8600000000000005","0.8600000000000005","0.8600000000000005"
"105857","0.7100000000000004","0.7100000000000004","0.7100000000000004"
"106163","0.9200000000000007","0.9200000000000007","0.9200000000000007"
"106469","3.3399999999999794","3.3399999999999794","3.3399999999999794"
"106775","2.4799999999999915","2.4799999999999915","2.4799999999999915"
"107081","1.6800000000000013","1.6800000000000013","1.6800000000000013"
"107387","1.490000000000001","1.490000000000001","1.490000000000001"
"107693","0.8700000000000006","0.8700000000000006","0.8700000000000006"
"107999","2.189999999999998","2.189999999999998","2.189999999999998"
"108305","1.5100000000000011","1.5100000000000011","1.5100000000000011"
"108611","2.279999999999996","2.279999999999996","2.279999999999996"
"108917","0.6700000000000004","0.6700000000000004","0.6700000000000004"
"109223","1.0500000000000007","1.0500000000000007","1.0500000000000007"
"109529","0.6700000000000005","0.6700000000000005","0.6700000000000005"
"109835","0.7100000000000004","0.7100000000000004","0.7100000000000004"
"110141","0.7300000000000005","0.7300000000000005","0.7300000000000005"
"110447","0.5200000000000002","0.5200000000000002","0.5200000000000002"
"110753","1.360000000000001","1.360000000000001","1.360000000000001"
"111059","1.9400000000000015","1.9400000000000015","1.9400000000000015"
"111365","0.48000000000000026","0.48000000000000026","0.48000000000000026"
"111671","1.0400000000000007","1.0400000000000007","1.0400000000000007"
"111977","0.9800000000000006","0.9800000000000006","0.9800000000000006"
"112283","1.7400000000000013","1.7400000000000013","1.7400000000000013"
"112589","2.3999999999999932","2.3999999999999932","2.3999999999999932"
"112895","2.7799999999999887","2.7799999999999887","2.7799999999999887"
"113201","1.8000000000000014","1.8000000000000014","1.8000000000000014"
"113507","0.5300000000000002","0.5300000000000002","0.5300000000000002"
"113813","0.5200000000000002","0.5200000000000002","0.5200000000000002"
"114119","2.3599999999999937","2.3599999999999937","2.3599999999999937"
"114425","1.0700000000000007","1.0700000000000007","1.0700000000000007"
"114731","1.290000000000001","1.290000000000001","1.290000000000001"
"115037","0.8600000000000007","0.8600000000000007","0.8600000000000007"
"115343","1.2300000000000009","1.2300000000000009","1.2300000000000009"
"115649","2.9699999999999824","2.9699999999999824","2.9699999999999824"
"115955","0.8600000000000005","0.8600000000000005","0.8600000000000005"
"116261","0.2900000000000001","0.2900000000000001","0.2900000000000001"
"116567","0.34000000000000014","0.34000000000000014","0.34000000000000014"
"116873","1.0500000000000005","1.0500000000000005","1.0500000000000005"
"117179","0.5700000000000003","0.5700000000000003","0.5700000000000003"
"117485","0.30000000000000004","0.30000000000000004","0.30000000000000004"
"117791","0.4200000000000002","0.4200000000000002","0.4200000000000002"
"118097","0.4400000000000002","0.4400000000000002","0.4400000000000002"
"118403","0.23000000000000007","0.23000000000000007","0.23000000000000007"
"118709","0.6700000000000005","0.6700000000000005","0.6700000000000005"
"119015","1.8900000000000003","1.8900000000000003","1.8900000000000003"
"119321","0.6300000000000003","0.6300000000000003","0.6300000000000003"
"119627","1.6700000000000013","1.6700000000000013","1.6700000000000013"
"119933","2.9799999999999827","2.9799999999999827","2.9799999999999827"
"120239","2.289999999999995","2.289999999999995","2.289999999999995"
"120545","1.5500000000000007","1.5500000000000007","1.5500000000000007"
"120851","1.370000000000001","1.370000000000001","1.370000000000001"
"121157","0.7000000000000004","0.7000000000000004","0.7000000000000004"
"121463","0.8700000000000006","0.8700000000000006","0.8700000000000006"
"121769","1.420000000000001","1.420000000000001","1.420000000000001"
"122075","3.2599999999999802","3.2599999999999802","3.2599999999999802"
"122381","3.3299999999999788","3.3299999999999788","3.3299999999999788"