"Step","SimpleQMIX_CNN_random_blox_basic__20241211_101837 - blue_player1_reward","SimpleQMIX_CNN_random_blox_basic__20241211_101837 - blue_player1_reward__MIN","SimpleQMIX_CNN_random_blox_basic__20241211_101837 - blue_player1_reward__MAX"
"271","3.919999999999991","3.919999999999991","3.919999999999991"
"577","4.859999999999982","4.859999999999982","4.859999999999982"
"883","3.5999999999999917","3.5999999999999917","3.5999999999999917"
"1189","3.4199999999999857","3.4199999999999857","3.4199999999999857"
"1495","3.239999999999989","3.239999999999989","3.239999999999989"
"1801","3.299999999999989","3.299999999999989","3.299999999999989"
"2107","3.099999999999989","3.099999999999989","3.099999999999989"
"2413","3.9299999999999913","3.9299999999999913","3.9299999999999913"
"2719","5.769999999999972","5.769999999999972","5.769999999999972"
"3025","4.149999999999984","4.149999999999984","4.149999999999984"
"3331","4.229999999999985","4.229999999999985","4.229999999999985"
"3637","4.569999999999988","4.569999999999988","4.569999999999988"
"3943","4.249999999999987","4.249999999999987","4.249999999999987"
"4249","4.169999999999987","4.169999999999987","4.169999999999987"
"4555","4.2699999999999845","4.2699999999999845","4.2699999999999845"
"4861","4.339999999999982","4.339999999999982","4.339999999999982"
"5167","4.119999999999988","4.119999999999988","4.119999999999988"
"5473","4.179999999999987","4.179999999999987","4.179999999999987"
"5779","4.369999999999984","4.369999999999984","4.369999999999984"
"6085","4.339999999999985","4.339999999999985","4.339999999999985"
"6391","4.389999999999981","4.389999999999981","4.389999999999981"
"6697","4.3499999999999845","4.3499999999999845","4.3499999999999845"
"7003","4.239999999999985","4.239999999999985","4.239999999999985"
"7309","4.4599999999999795","4.4599999999999795","4.4599999999999795"
"7615","5.4099999999999655","5.4099999999999655","5.4099999999999655"
"7921","4.2699999999999845","4.2699999999999845","4.2699999999999845"
"8227","4.109999999999989","4.109999999999989","4.109999999999989"
"8533","4.719999999999981","4.719999999999981","4.719999999999981"
"8839","4.389999999999985","4.389999999999985","4.389999999999985"
"9145","4.469999999999981","4.469999999999981","4.469999999999981"
"9451","4.4799999999999836","4.4799999999999836","4.4799999999999836"
"9757","4.389999999999983","4.389999999999983","4.389999999999983"
"10063","4.579999999999983","4.579999999999983","4.579999999999983"
"10369","4.319999999999985","4.319999999999985","4.319999999999985"
"10675","4.3599999999999834","4.3599999999999834","4.3599999999999834"
"10981","4.379999999999981","4.379999999999981","4.379999999999981"
"11287","4.379999999999983","4.379999999999983","4.379999999999983"
"11593","4.469999999999982","4.469999999999982","4.469999999999982"
"11899","4.6699999999999795","4.6699999999999795","4.6699999999999795"
"12205","4.679999999999981","4.679999999999981","4.679999999999981"
"12511","4.66999999999998","4.66999999999998","4.66999999999998"
"12817","7.669999999999964","7.669999999999964","7.669999999999964"
"13123","4.319999999999985","4.319999999999985","4.319999999999985"
"13429","4.529999999999984","4.529999999999984","4.529999999999984"
"13735","4.409999999999985","4.409999999999985","4.409999999999985"
"14041","5.82999999999997","5.82999999999997","5.82999999999997"
"14347","4.359999999999986","4.359999999999986","4.359999999999986"
"14653","4.499999999999979","4.499999999999979","4.499999999999979"
"14959","4.479999999999979","4.479999999999979","4.479999999999979"
"15265","4.219999999999984","4.219999999999984","4.219999999999984"
"15571","4.57999999999998","4.57999999999998","4.57999999999998"
"15877","5.8199999999999585","5.8199999999999585","5.8199999999999585"
"16183","4.449999999999981","4.449999999999981","4.449999999999981"
"16489","4.4499999999999815","4.4499999999999815","4.4499999999999815"
"16795","4.339999999999986","4.339999999999986","4.339999999999986"
"17101","4.2199999999999855","4.2199999999999855","4.2199999999999855"
"17407","4.66999999999998","4.66999999999998","4.66999999999998"
"17713","4.529999999999981","4.529999999999981","4.529999999999981"
"18019","4.359999999999984","4.359999999999984","4.359999999999984"
"18325","4.439999999999984","4.439999999999984","4.439999999999984"
"18631","5.059999999999975","5.059999999999975","5.059999999999975"
"18937","4.6599999999999815","4.6599999999999815","4.6599999999999815"
"19243","8.099999999999962","8.099999999999962","8.099999999999962"
"19549","4.759999999999979","4.759999999999979","4.759999999999979"
"19855","4.809999999999979","4.809999999999979","4.809999999999979"
"20161","4.469999999999982","4.469999999999982","4.469999999999982"
"20467","4.749999999999978","4.749999999999978","4.749999999999978"
"20773","4.839999999999977","4.839999999999977","4.839999999999977"
"21079","4.419999999999985","4.419999999999985","4.419999999999985"
"21385","4.849999999999978","4.849999999999978","4.849999999999978"
"21691","4.679999999999983","4.679999999999983","4.679999999999983"
"21997","5.779999999999967","5.779999999999967","5.779999999999967"
"22303","4.639999999999979","4.639999999999979","4.639999999999979"
"22609","5.50999999999996","5.50999999999996","5.50999999999996"
"22915","4.489999999999981","4.489999999999981","4.489999999999981"
"23221","4.6999999999999815","4.6999999999999815","4.6999999999999815"
"23527","4.409999999999981","4.409999999999981","4.409999999999981"
"23833","4.509999999999984","4.509999999999984","4.509999999999984"
"24139","4.809999999999979","4.809999999999979","4.809999999999979"
"24445","6.089999999999964","6.089999999999964","6.089999999999964"
"24751","4.58999999999998","4.58999999999998","4.58999999999998"
"25057","4.999999999999977","4.999999999999977","4.999999999999977"
"25363","4.199999999999981","4.199999999999981","4.199999999999981"
"25669","4.409999999999984","4.409999999999984","4.409999999999984"
"25975","3.87999999999999","3.87999999999999","3.87999999999999"
"26281","4.709999999999975","4.709999999999975","4.709999999999975"
"26587","4.769999999999978","4.769999999999978","4.769999999999978"
"26893","4.709999999999979","4.709999999999979","4.709999999999979"
"27199","5.0799999999999725","5.0799999999999725","5.0799999999999725"
"27505","4.729999999999977","4.729999999999977","4.729999999999977"
"27811","4.7999999999999785","4.7999999999999785","4.7999999999999785"
"28117","4.599999999999982","4.599999999999982","4.599999999999982"
"28423","4.769999999999981","4.769999999999981","4.769999999999981"
"28729","4.719999999999979","4.719999999999979","4.719999999999979"
"29035","4.709999999999978","4.709999999999978","4.709999999999978"
"29341","4.729999999999978","4.729999999999978","4.729999999999978"
"29647","6.279999999999949","6.279999999999949","6.279999999999949"
"29953","4.859999999999976","4.859999999999976","4.859999999999976"
"30259","4.949999999999975","4.949999999999975","4.949999999999975"
"30565","4.819999999999978","4.819999999999978","4.819999999999978"
"30871","4.409999999999981","4.409999999999981","4.409999999999981"
"31177","4.689999999999978","4.689999999999978","4.689999999999978"
"31483","4.689999999999978","4.689999999999978","4.689999999999978"
"31789","4.549999999999984","4.549999999999984","4.549999999999984"
"32095","4.729999999999977","4.729999999999977","4.729999999999977"
"32401","4.849999999999976","4.849999999999976","4.849999999999976"
"32707","4.599999999999982","4.599999999999982","4.599999999999982"
"33013","4.779999999999978","4.779999999999978","4.779999999999978"
"33319","4.749999999999976","4.749999999999976","4.749999999999976"
"33625","4.979999999999976","4.979999999999976","4.979999999999976"
"33931","7.709999999999958","7.709999999999958","7.709999999999958"
"34237","7.209999999999969","7.209999999999969","7.209999999999969"
"34543","4.869999999999979","4.869999999999979","4.869999999999979"
"34849","5.069999999999972","5.069999999999972","5.069999999999972"
"35155","4.819999999999975","4.819999999999975","4.819999999999975"
"35461","4.729999999999979","4.729999999999979","4.729999999999979"
"35767","5.159999999999973","5.159999999999973","5.159999999999973"
"36073","11.509999999999962","11.509999999999962","11.509999999999962"
"36379","4.909999999999978","4.909999999999978","4.909999999999978"
"36685","8.25999999999996","8.25999999999996","8.25999999999996"
"36991","5.199999999999973","5.199999999999973","5.199999999999973"
"37297","7.319999999999965","7.319999999999965","7.319999999999965"
"37603","4.88999999999997","4.88999999999997","4.88999999999997"
"37909","6.339999999999954","6.339999999999954","6.339999999999954"
"38215","4.829999999999979","4.829999999999979","4.829999999999979"
"38521","4.939999999999975","4.939999999999975","4.939999999999975"
"38827","7.199999999999965","7.199999999999965","7.199999999999965"
"39133","9.209999999999955","9.209999999999955","9.209999999999955"
"39439","4.439999999999985","4.439999999999985","4.439999999999985"
"39745","3.759999999999986","3.759999999999986","3.759999999999986"
"40051","6.579999999999951","6.579999999999951","6.579999999999951"
"40357","9.19999999999994","9.19999999999994","9.19999999999994"
"40663","12.369999999999932","12.369999999999932","12.369999999999932"
"40969","12.509999999999934","12.509999999999934","12.509999999999934"
"41275","5.239999999999966","5.239999999999966","5.239999999999966"
"41581","7.799999999999962","7.799999999999962","7.799999999999962"
"41887","14.439999999999934","14.439999999999934","14.439999999999934"
"42193","8.45999999999996","8.45999999999996","8.45999999999996"
"42499","12.039999999999955","12.039999999999955","12.039999999999955"
"42805","16.610000000000035","16.610000000000035","16.610000000000035"
"43111","4.139999999999977","4.139999999999977","4.139999999999977"
"43417","3.3599999999999888","3.3599999999999888","3.3599999999999888"
"43723","9.429999999999959","9.429999999999959","9.429999999999959"
"44029","4.099999999999989","4.099999999999989","4.099999999999989"
"44335","12.389999999999954","12.389999999999954","12.389999999999954"
"44641","7.969999999999974","7.969999999999974","7.969999999999974"
"44947","3.459999999999992","3.459999999999992","3.459999999999992"
"45253","18.420000000000062","18.420000000000062","18.420000000000062"
"45559","5.919999999999958","5.919999999999958","5.919999999999958"
"45865","8.339999999999964","8.339999999999964","8.339999999999964"
"46171","3.49999999999999","3.49999999999999","3.49999999999999"
"46477","3.3899999999999872","3.3899999999999872","3.3899999999999872"
"46783","8.91999999999998","8.91999999999998","8.91999999999998"
"47089","3.649999999999986","3.649999999999986","3.649999999999986"
"47395","8.19999999999996","8.19999999999996","8.19999999999996"
"47701","14.77999999999998","14.77999999999998","14.77999999999998"
"48007","3.959999999999989","3.959999999999989","3.959999999999989"
"48313","5.03999999999998","5.03999999999998","5.03999999999998"
"48619","3.49999999999999","3.49999999999999","3.49999999999999"
"48925","4.939999999999971","4.939999999999971","4.939999999999971"
"49231","6.209999999999979","6.209999999999979","6.209999999999979"
"49537","12.84999999999997","12.84999999999997","12.84999999999997"
"49843","3.3499999999999885","3.3499999999999885","3.3499999999999885"
"50149","8.83999999999995","8.83999999999995","8.83999999999995"
"50455","7.759999999999963","7.759999999999963","7.759999999999963"
"50761","6.389999999999956","6.389999999999956","6.389999999999956"
"51067","7.63999999999997","7.63999999999997","7.63999999999997"
"51373","4.619999999999974","4.619999999999974","4.619999999999974"
"51679","4.649999999999983","4.649999999999983","4.649999999999983"
"51985","6.169999999999983","6.169999999999983","6.169999999999983"
"52291","12.959999999999965","12.959999999999965","12.959999999999965"
"52597","30.220000000000045","30.220000000000045","30.220000000000045"
"52903","8.639999999999961","8.639999999999961","8.639999999999961"
"53209","3.9299999999999846","3.9299999999999846","3.9299999999999846"
"53515","5.579999999999978","5.579999999999978","5.579999999999978"
"53821","4.899999999999988","4.899999999999988","4.899999999999988"
"54127","16.520000000000024","16.520000000000024","16.520000000000024"
"54433","4.559999999999994","4.559999999999994","4.559999999999994"
"54739","4.539999999999984","4.539999999999984","4.539999999999984"
"55045","3.869999999999985","3.869999999999985","3.869999999999985"
"55351","4.869999999999981","4.869999999999981","4.869999999999981"
"55657","5.589999999999956","5.589999999999956","5.589999999999956"
"55963","26.43000000000005","26.43000000000005","26.43000000000005"
"56269","3.969999999999988","3.969999999999988","3.969999999999988"
"56575","16.57000000000004","16.57000000000004","16.57000000000004"
"56881","18.990000000000084","18.990000000000084","18.990000000000084"
"57187","17.569999999999997","17.569999999999997","17.569999999999997"
"57493","3.9299999999999877","3.9299999999999877","3.9299999999999877"
"57799","5.329999999999989","5.329999999999989","5.329999999999989"
"58105","7.929999999999987","7.929999999999987","7.929999999999987"
"58411","4.179999999999989","4.179999999999989","4.179999999999989"
"58717","3.7699999999999902","3.7699999999999902","3.7699999999999902"
"59023","5.0599999999999765","5.0599999999999765","5.0599999999999765"
"59329","4.079999999999982","4.079999999999982","4.079999999999982"
"59635","3.5099999999999905","3.5099999999999905","3.5099999999999905"
"59941","3.1899999999999897","3.1899999999999897","3.1899999999999897"
"60247","2.5999999999999948","2.5999999999999948","2.5999999999999948"
"60553","3.8899999999999912","3.8899999999999912","3.8899999999999912"
"60859","7.07999999999997","7.07999999999997","7.07999999999997"
"61165","5.309999999999977","5.309999999999977","5.309999999999977"
"61471","15.409999999999958","15.409999999999958","15.409999999999958"
"61777","21.540000000000074","21.540000000000074","21.540000000000074"
"62083","3.869999999999995","3.869999999999995","3.869999999999995"
"62389","3.96999999999999","3.96999999999999","3.96999999999999"
"62695","4.099999999999988","4.099999999999988","4.099999999999988"
"63001","4.539999999999994","4.539999999999994","4.539999999999994"
"63307","2.9999999999999907","2.9999999999999907","2.9999999999999907"
"63613","15.67999999999998","15.67999999999998","15.67999999999998"
"63919","3.379999999999993","3.379999999999993","3.379999999999993"
"64225","3.689999999999996","3.689999999999996","3.689999999999996"
"64531","3.8499999999999934","3.8499999999999934","3.8499999999999934"
"64837","3.189999999999992","3.189999999999992","3.189999999999992"
"65143","14.17999999999998","14.17999999999998","14.17999999999998"
"65449","5.249999999999983","5.249999999999983","5.249999999999983"
"65755","21.83000000000001","21.83000000000001","21.83000000000001"
"66061","2.7199999999999918","2.7199999999999918","2.7199999999999918"
"66367","5.199999999999986","5.199999999999986","5.199999999999986"
"66673","3.0899999999999905","3.0899999999999905","3.0899999999999905"
"66979","5.209999999999977","5.209999999999977","5.209999999999977"
"67285","2.259999999999997","2.259999999999997","2.259999999999997"
"67591","13.769999999999973","13.769999999999973","13.769999999999973"
"67897","5.369999999999981","5.369999999999981","5.369999999999981"
"68203","3.779999999999996","3.779999999999996","3.779999999999996"
"68509","2.6499999999999964","2.6499999999999964","2.6499999999999964"
"68815","4.479999999999986","4.479999999999986","4.479999999999986"
"69121","4.329999999999991","4.329999999999991","4.329999999999991"
"69427","18.250000000000025","18.250000000000025","18.250000000000025"
"69733","4.44999999999999","4.44999999999999","4.44999999999999"
"70039","5.109999999999985","5.109999999999985","5.109999999999985"
"70345","4.129999999999985","4.129999999999985","4.129999999999985"
"70651","4.159999999999989","4.159999999999989","4.159999999999989"
"70957","3.2399999999999873","3.2399999999999873","3.2399999999999873"
"71263","9.48999999999998","9.48999999999998","9.48999999999998"
"71569","21.55000000000001","21.55000000000001","21.55000000000001"
"71875","3.8999999999999915","3.8999999999999915","3.8999999999999915"
"72181","2.879999999999997","2.879999999999997","2.879999999999997"
"72487","3.749999999999985","3.749999999999985","3.749999999999985"
"72793","2.8799999999999915","2.8799999999999915","2.8799999999999915"
"73099","3.929999999999977","3.929999999999977","3.929999999999977"
"73405","3.889999999999986","3.889999999999986","3.889999999999986"
"73711","3.4599999999999893","3.4599999999999893","3.4599999999999893"
"74017","2.639999999999994","2.639999999999994","2.639999999999994"
"74323","3.0299999999999936","3.0299999999999936","3.0299999999999936"
"74629","3.4599999999999946","3.4599999999999946","3.4599999999999946"
"74935","3.619999999999997","3.619999999999997","3.619999999999997"
"75241","2.8399999999999928","2.8399999999999928","2.8399999999999928"
"75547","4.619999999999974","4.619999999999974","4.619999999999974"
"75853","5.989999999999991","5.989999999999991","5.989999999999991"
"76159","3.0399999999999925","3.0399999999999925","3.0399999999999925"
"76465","31.13","31.13","31.13"
"76771","4.939999999999996","4.939999999999996","4.939999999999996"
"77077","4.439999999999989","4.439999999999989","4.439999999999989"
"77383","3.6199999999999877","3.6199999999999877","3.6199999999999877"
"77689","3.759999999999998","3.759999999999998","3.759999999999998"
"77995","3.4999999999999916","3.4999999999999916","3.4999999999999916"
"78301","3.3799999999999875","3.3799999999999875","3.3799999999999875"
"78607","3.4499999999999926","3.4499999999999926","3.4499999999999926"
"78913","5.529999999999992","5.529999999999992","5.529999999999992"
"79219","4.76999999999998","4.76999999999998","4.76999999999998"
"79525","10.62999999999998","10.62999999999998","10.62999999999998"
"79831","21.83000000000004","21.83000000000004","21.83000000000004"
"80137","3.6399999999999872","3.6399999999999872","3.6399999999999872"
"80443","3.929999999999992","3.929999999999992","3.929999999999992"
"80749","9.789999999999978","9.789999999999978","9.789999999999978"
"81055","2.769999999999992","2.769999999999992","2.769999999999992"
"81361","3.9099999999999886","3.9099999999999886","3.9099999999999886"
"81667","2.1899999999999986","2.1899999999999986","2.1899999999999986"
"81973","3.1099999999999914","3.1099999999999914","3.1099999999999914"
"82279","10.359999999999962","10.359999999999962","10.359999999999962"
"82585","29.54000000000003","29.54000000000003","29.54000000000003"
"82891","4.479999999999989","4.479999999999989","4.479999999999989"
"83197","13.609999999999978","13.609999999999978","13.609999999999978"
"83503","4.239999999999995","4.239999999999995","4.239999999999995"
"83809","4.27999999999999","4.27999999999999","4.27999999999999"
"84115","3.359999999999996","3.359999999999996","3.359999999999996"
"84421","15.459999999999974","15.459999999999974","15.459999999999974"
"84727","2.4399999999999933","2.4399999999999933","2.4399999999999933"
"85033","10.999999999999982","10.999999999999982","10.999999999999982"
"85339","17.79000000000002","17.79000000000002","17.79000000000002"
"85645","10.899999999999975","10.899999999999975","10.899999999999975"
"85951","4.7899999999999885","4.7899999999999885","4.7899999999999885"
"86257","11.36999999999998","11.36999999999998","11.36999999999998"
"86563","4.479999999999987","4.479999999999987","4.479999999999987"
"86869","7.159999999999975","7.159999999999975","7.159999999999975"
"87175","24.25000000000003","24.25000000000003","24.25000000000003"
"87481","15.829999999999956","15.829999999999956","15.829999999999956"
"87787","12.619999999999976","12.619999999999976","12.619999999999976"
"88093","18.410000000000007","18.410000000000007","18.410000000000007"
"88399","5.479999999999976","5.479999999999976","5.479999999999976"
"88705","4.3999999999999835","4.3999999999999835","4.3999999999999835"
"89011","26.40000000000002","26.40000000000002","26.40000000000002"
"89317","14.419999999999987","14.419999999999987","14.419999999999987"
"89623","10.93999999999998","10.93999999999998","10.93999999999998"
"89929","13.229999999999976","13.229999999999976","13.229999999999976"
"90235","14.499999999999988","14.499999999999988","14.499999999999988"
"90541","4.14999999999998","4.14999999999998","4.14999999999998"
"90847","4.799999999999986","4.799999999999986","4.799999999999986"
"91153","5.679999999999984","5.679999999999984","5.679999999999984"
"91459","14.339999999999975","14.339999999999975","14.339999999999975"
"91765","19.610000000000067","19.610000000000067","19.610000000000067"